,ID,Regions,VT_PBIF,VT_AIF,VT_PRED_SLOPE
1331,MM,ctx-rh-inferiortemporal,5.210171295424295,4.9139332285956066,5.2475657797935416
1332,MM,ctx-rh-isthmuscingulate,5.739614136727012,5.331719437778224,5.7808085426210845
1333,MM,ctx-rh-lateraloccipital,5.309769254771617,5.010877275054441,5.347878574435684
1334,MM,ctx-rh-lateralorbitofrontal,6.438799588578567,6.2762504791717815,6.48501219406109
1335,MM,ctx-rh-lingual,5.8433484957642134,5.651800205584532,5.885287424755055
1336,MM,ctx-rh-medialorbitofrontal,6.073914903177687,5.707957776248393,6.117508655288386
1337,MM,ctx-rh-middletemporal,5.452533363814681,5.141141459796263,5.4916673312189825
1338,MM,ctx-rh-parahippocampal,5.366263244689715,5.074612642576882,5.404778033483903
1339,MM,ctx-rh-paracentral,5.945376033589796,5.745060050654062,5.988047235466138
1340,MM,ctx-rh-parsopercularis,6.569427173892684,6.137512023790626,6.616577320757295
1341,MM,ctx-rh-parsorbitalis,6.031226582580454,5.88659451909657,6.074513951724683
1342,MM,ctx-rh-parstriangularis,6.5292921036423825,6.091205563871486,6.576154192749955
1343,MM,ctx-rh-pericalcarine,6.291888897588287,5.854550134253657,6.337047094448442
1344,MM,ctx-rh-postcentral,5.579540610529394,5.268975576333894,5.619586135391744
1345,MM,ctx-rh-posteriorcingulate,6.302714374943077,5.86487961811417,6.347950268508539
1346,MM,ctx-rh-precentral,5.969300756317271,5.778727775600548,6.012143670910784
1347,MM,ctx-rh-precuneus,5.821162096771071,5.469608532280223,5.8629417893561735
1348,MM,ctx-rh-rostralanteriorcingulate,6.2955353513018455,6.070646123646412,6.340719719519651
1349,MM,ctx-rh-rostralmiddlefrontal,6.1970553308486425,6.016647337624807,6.241532887451875
1350,MM,ctx-rh-superiorfrontal,5.722716448763232,5.520402226337542,5.763789576431961
1351,MM,ctx-rh-superiorparietal,5.063325587474748,4.925299691449848,5.099666129618441
1352,MM,ctx-rh-superiortemporal,5.854948414603569,5.657016027187318,5.896970598627522
1353,MM,ctx-rh-supramarginal,5.536613040060939,5.165727934063666,5.57635046481067
1354,MM,ctx-rh-frontalpole,5.321634122440598,4.922146822869645,5.3598285987307
1355,MM,ctx-rh-temporalpole,5.6673423543187536,5.413156789118128,5.708018050580383
1356,MM,ctx-rh-transversetemporal,6.582627702725875,6.218940594896227,6.6298725925348405
1357,MM,ctx-rh-insula,6.4583818639635275,6.283902772352756,6.5047350155143615
1358,MM,Left-Cerebellum-Cortex,5.711954253568544,5.514856548766548,5.752950138721207
1359,MM,Left-Thalamus-Proper,7.744855797752208,7.300578359011973,7.800442240625105
1360,MM,Left-Caudate,5.776623373685625,5.447133328585013,5.8180834025802675
1361,MM,Left-Putamen,5.898838937434354,5.49994023287171,5.94117613288056
1362,MM,Left-Pallidum,6.638309904246626,6.5309577866931985,6.685954436811337
1363,MM,Left-Hippocampus,6.11097990061674,5.779042914721751,6.154839675932587
1364,MM,Left-Amygdala,6.319326113049468,6.140973574094054,6.364681232518598
1365,MM,Left-Accumbens-area,6.639930139656287,6.229776739605807,6.687586300987936
1366,MM,Left-VentralDC,7.4291024348610035,7.0808867828221205,7.482422650094985
1367,MM,Right-Cerebellum-Cortex,5.4610083236532,5.164977067059843,5.5002031176091135
1368,MM,Right-Thalamus-Proper,7.477254811557825,7.0236795003591475,7.530920626426758
